,depth,precision,accuracy,recall,f1_score,score,Standardize
0,1,0.8157894736842105,0.794392523364486,0.6739130434782609,0.7380952380952381,0.794392523364486,True
0,2,0.9523809523809523,0.7476635514018691,0.43478260869565216,0.5970149253731344,0.7476635514018691,True
0,3,0.8787878787878788,0.8037383177570093,0.6304347826086957,0.7341772151898734,0.8037383177570093,True
0,4,0.8292682926829268,0.822429906542056,0.7391304347826086,0.7816091954022988,0.822429906542056,True
0,5,0.8292682926829268,0.822429906542056,0.7391304347826086,0.7816091954022988,0.822429906542056,True
0,6,0.7551020408163265,0.8037383177570093,0.8043478260869565,0.7789473684210526,0.8037383177570093,True
0,7,0.8222222222222222,0.8411214953271028,0.8043478260869565,0.8131868131868132,0.8411214953271028,True
0,8,0.6981132075471698,0.7663551401869159,0.8043478260869565,0.7474747474747474,0.7663551401869159,True
0,9,0.7346938775510204,0.7850467289719626,0.782608695652174,0.7578947368421053,0.7850467289719626,True
