,kernel,c,gamma,precision,accuracy,recall,f1_score,score,Standardize
0,rbf,0.2,0.78,0.7916666666666666,0.7009345794392523,0.41304347826086957,0.5428571428571429,0.7009345794392523,True
0,rbf,0.2,0.79,0.7916666666666666,0.7009345794392523,0.41304347826086957,0.5428571428571429,0.7009345794392523,True
0,rbf,0.2,0.8,0.7916666666666666,0.7009345794392523,0.41304347826086957,0.5428571428571429,0.7009345794392523,True
0,rbf,0.2,0.81,0.7916666666666666,0.7009345794392523,0.41304347826086957,0.5428571428571429,0.7009345794392523,True
0,rbf,0.2,0.8200000000000001,0.8260869565217391,0.7102803738317757,0.41304347826086957,0.5507246376811594,0.7102803738317757,True
0,rbf,0.2,0.8300000000000001,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.8400000000000001,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.85,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.86,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.87,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.88,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.89,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.9,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.91,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.92,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.93,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.9400000000000001,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.9500000000000001,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.9600000000000001,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.97,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.98,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.2,0.99,0.8181818181818182,0.7009345794392523,0.391304347826087,0.5294117647058824,0.7009345794392523,True
0,rbf,0.30000000000000004,0.01,0.7948717948717948,0.7850467289719626,0.6739130434782609,0.7294117647058824,0.7850467289719626,True
0,rbf,0.30000000000000004,0.02,0.8157894736842105,0.794392523364486,0.6739130434782609,0.7380952380952381,0.794392523364486,True
0,rbf,0.30000000000000004,0.03,0.8157894736842105,0.794392523364486,0.6739130434782609,0.7380952380952381,0.794392523364486,True
0,rbf,0.30000000000000004,0.04,0.8333333333333334,0.794392523364486,0.6521739130434783,0.7317073170731708,0.794392523364486,True
0,rbf,0.30000000000000004,0.05,0.8333333333333334,0.7570093457943925,0.5434782608695652,0.6578947368421053,0.7570093457943925,True
0,rbf,0.30000000000000004,0.060000000000000005,0.8333333333333334,0.7570093457943925,0.5434782608695652,0.6578947368421053,0.7570093457943925,True
0,rbf,0.30000000000000004,0.06999999999999999,0.8333333333333334,0.7570093457943925,0.5434782608695652,0.6578947368421053,0.7570093457943925,True
0,rbf,0.30000000000000004,0.08,0.8387096774193549,0.7663551401869159,0.5652173913043478,0.6753246753246753,0.7663551401869159,True
0,rbf,0.30000000000000004,0.09,0.84375,0.7757009345794392,0.5869565217391305,0.6923076923076924,0.7757009345794392,True
0,rbf,0.30000000000000004,0.09999999999999999,0.84375,0.7757009345794392,0.5869565217391305,0.6923076923076924,0.7757009345794392,True
0,rbf,0.30000000000000004,0.11,0.84375,0.7757009345794392,0.5869565217391305,0.6923076923076924,0.7757009345794392,True
0,rbf,0.30000000000000004,0.12,0.8709677419354839,0.7850467289719626,0.5869565217391305,0.7012987012987013,0.7850467289719626,True
0,rbf,0.30000000000000004,0.13,0.8787878787878788,0.8037383177570093,0.6304347826086957,0.7341772151898734,0.8037383177570093,True
0,rbf,0.30000000000000004,0.14,0.8787878787878788,0.8037383177570093,0.6304347826086957,0.7341772151898734,0.8037383177570093,True
0,rbf,0.30000000000000004,0.15000000000000002,0.8787878787878788,0.8037383177570093,0.6304347826086957,0.7341772151898734,0.8037383177570093,True
0,rbf,0.30000000000000004,0.16,0.875,0.794392523364486,0.6086956521739131,0.717948717948718,0.794392523364486,True
0,rbf,0.30000000000000004,0.17,0.875,0.794392523364486,0.6086956521739131,0.717948717948718,0.794392523364486,True
0,rbf,0.30000000000000004,0.18000000000000002,0.84375,0.7757009345794392,0.5869565217391305,0.6923076923076924,0.7757009345794392,True
0,rbf,0.30000000000000004,0.19,0.8181818181818182,0.7663551401869159,0.5869565217391305,0.6835443037974683,0.7663551401869159,True
0,rbf,0.30000000000000004,0.2,0.8181818181818182,0.7663551401869159,0.5869565217391305,0.6835443037974683,0.7663551401869159,True
0,rbf,0.30000000000000004,0.21000000000000002,0.8181818181818182,0.7663551401869159,0.5869565217391305,0.6835443037974683,0.7663551401869159,True
0,rbf,0.30000000000000004,0.22,0.8181818181818182,0.7663551401869159,0.5869565217391305,0.6835443037974683,0.7663551401869159,True
0,rbf,0.30000000000000004,0.23,0.8181818181818182,0.7663551401869159,0.5869565217391305,0.6835443037974683,0.7663551401869159,True
0,rbf,0.30000000000000004,0.24000000000000002,0.8181818181818182,0.7663551401869159,0.5869565217391305,0.6835443037974683,0.7663551401869159,True
0,rbf,0.30000000000000004,0.25,0.8181818181818182,0.7663551401869159,0.5869565217391305,0.6835443037974683,0.7663551401869159,True
0,rbf,0.30000000000000004,0.26,0.8181818181818182,0.7663551401869159,0.5869565217391305,0.6835443037974683,0.7663551401869159,True
